T	q_ratio	TPD_harm	Des_rate_harm	pre_harm	TPD_tait	Des_rate_tait	pre_tait	TPD_HH	Des_rate_HH	pre_HH
126.4000000000001	0.03890098739113468	3.727593968029167e-09	7.455188511147875e-09	6.180568276680503e+16	9.582243260558445e-08	1.9164522576737658e-07	1.5887947044986888e+18	1.0044683615134003e-13	2.0089367230309973e-13	1665467018259.4915
126.50000000000011	0.038802121898661855	3.9014316621459354e-09	7.802863955286832e-09	6.181947888527537e+16	1.0054667303860436e-07	2.0109374367889726e-07	1.5931984092706877e+18	1.0510774920623694e-13	2.1021549841293415e-13	1665467018259.4915
126.60000000000011	0.03870354524953225	4.083078790887121e-09	8.166158274007468e-09	6.183320288059435e+16	1.0549603730336512e-07	2.1099251299481827e-07	1.59761082562176e+18	1.0997705631939241e-13	2.1995411263928957e-13	1665467018259.4915
126.70000000000012	0.03860525650361282	4.272872603515376e-09	8.545745966334021e-09	6.184685489272394e+16	1.1068087720299572e-07	2.2136223769253496e-07	1.6020319638838843e+18	1.15063717290122e-13	2.301274345807974e-13	1665467018259.4915
126.80000000000011	0.03850725472409455	4.47116431654817e-09	8.942329465846127e-09	6.1860435061512024e+16	1.1611200301002772e-07	2.3222453872440764e-07	1.6064618343931185e+18	1.203770615008603e-13	2.407541230023272e-13	1665467018259.4915
126.9000000000001	0.03840953897748002	4.6783196670084835e-09	9.356640247184306e-09	6.187394352669172e+16	1.2180070298258823e-07	2.4360199305360614e-07	1.6109004474895974e+18	1.2592680250484802e-13	2.5185360501036095e-13	1665467018259.4915
127.00000000000011	0.038312108333570905	4.894719486569001e-09	9.789439974342838e-09	6.188738042788091e+16	1.277587636771663e-07	2.555181742834253e-07	1.615347813517541e+18	1.3172305316310356e-13	2.634461063269358e-13	1665467018259.4915
127.10000000000011	0.03821496186545564	5.1207602973399e-09	1.0241521692250202e-08	6.190074590458116e+16	1.3399849108905415e-07	2.6799769494230506e-07	1.619803942825238e+18	1.3777634135035576e-13	2.7555268270151e-13	1665467018259.4915
127.20000000000012	0.03811809864949718	5.356854930074801e-09	1.0713711063186264e-08	6.191404009617735e+16	1.4053273265269988e-07	2.810662504890598e-07	1.6242688457650573e+18	1.4409762625025384e-13	2.8819525250138247e-13	1665467018259.4915
127.30000000000011	0.03802151776532065	5.603433165595928e-09	1.120686764963836e-08	6.192726314193687e+16	1.4737490013540705e-07	2.947506651052243e-07	1.6287425326934374e+18	1.5069831526086755e-13	3.013966305226934e-13	1665467018259.4915
127.40000000000012	0.03792521829580097	5.860942400267659e-09	1.1721886245254662e-08	6.194041518100867e+16	1.5453899345908832e-07	3.090789393439693e-07	1.6332250139708923e+18	1.5759028153222578e-13	3.1518056306550113e-13	1665467018259.4915
127.50000000000011	0.037829199327051116	6.129848336373258e-09	1.225969825560443e-08	6.195349635242328e+16	1.620396254859953e-07	3.24080299707472e-07	1.637716299962003e+18	1.6478588215830974e-13	3.295717643177689e-13	1665467018259.4915
127.60000000000011	0.03773345994840928	6.41063569828121e-09	1.2821273130518105e-08	6.1966506795090904e+16	1.698920478057604e-07	3.3978525022746046e-07	1.6422164010354212e+18	1.7229797704675672e-13	3.4459595409477203e-13	1665467018259.4915
127.70000000000012	0.03763799925242731	6.703808975314946e-09	1.340761984983478e-08	6.1979446647801864e+16	1.78112177562379e-07	3.562256261262376e-07	1.646725327563865e+18	1.8013994849022776e-13	3.6027989698183347e-13	1665467018259.4915
127.80000000000011	0.03754281633485866	7.0098931922719694e-09	1.4019788464449205e-08	6.1992316049225576e+16	1.867166253612448e-07	3.7343464963846544e-07	1.6512430899241152e+18	1.8832572146425883e-13	3.7665144293002616e-13	1665467018259.4915
127.90000000000012	0.03744791029464601	7.329434708569256e-09	1.4658871694612076e-08	6.200511513790955e+16	1.957227242977898e-07	3.914469880768722e-07	1.6557696984970222e+18	1.9686978467720936e-13	3.937395693560698e-13	1665467018259.4915
128.0000000000001	0.037353280233909755	7.663002047024286e-09	1.532600658750242e-08	6.201784405227923e+16	2.0514856015079698e-07	4.102988142280817e-07	1.6603051636674913e+18	2.0578721239877456e-13	4.115744247993559e-13	1665467018259.4915
128.1000000000001	0.03725892525793574	8.01118675331611e-09	1.602237623616094e-08	6.2030502930636824e+16	2.1501300278508128e-07	4.3002786916802835e-07	1.664849495824494e+18	2.1509368709445426e-13	4.3018737419088565e-13	1665467018259.4915
128.2000000000001	0.03716484447516359	8.374604287203255e-09	1.674921156193799e-08	6.204309191116113e+16	2.2533573880978356e-07	4.5067352758952353e-07	1.6694027053610596e+18	2.2480552289420876e-13	4.496110457905806e-13	1665467018259.4915
128.30000000000013	0.03707103699717497	8.753894946613497e-09	1.7507793162686363e-08	6.20556111319067e+16	2.3613730554029263e-07	4.722768657380844e-07	1.6739648026742738e+18	2.3493968992454274e-13	4.698793798514517e-13	1665467018259.4915
128.40000000000012	0.03697750193868155	9.149724825754904e-09	1.8299453228997716e-08	6.206806073080284e+16	2.474391263134759e-07	4.948807320554818e-07	1.6785357981652756e+18	2.4551383953415645e-13	4.91027679070901e-13	1665467018259.4915
128.5000000000001	0.036884238417513385	9.5627868084394e-09	1.912557753086529e-08	6.2080440845653464e+16	2.5926354720780853e-07	5.185298206342815e-07	1.6831157022392635e+18	2.565463304443932e-13	5.130926608916167e-13	1665467018259.4915
128.6000000000001	0.036791245554607534	9.993801597844167e-09	1.9987607477223644e-08	6.209275161413647e+16	2.7163387522172165e-07	5.432707475901289e-07	1.6877045253054856e+18	2.6805625585661653e-13	5.361125117163279e-13	1665467018259.4915
128.7000000000001	0.03669852247399591	1.0443518783981205e-08	2.0887042250906145e-08	6.210499317380259e+16	2.8457441796554603e-07	5.691521304626484e-07	1.692302277777243e+18	2.800634715498239e-13	5.601269431030314e-13	1665467018259.4915
128.80000000000013	0.03660606830279409	1.091271795018555e-08	2.1825441021641335e-08	6.211716566207531e+16	2.981105249243712e-07	5.962246707597228e-07	1.6969089700718825e+18	2.9258862500284917e-13	5.851772500093971e-13	1665467018259.4915
128.90000000000012	0.0365138821711897	1.1402209819973458e-08	2.280442523979094e-08	6.2129269216250056e+16	3.1226863035116724e-07	6.245412397639864e-07	1.7015246126108027e+18	3.0565318557659105e-13	6.113063711572249e-13	1665467018259.4915
129.0000000000001	0.03642196321243074	1.1912837445671704e-08	2.382568101363194e-08	6.214130397349343e+16	3.2707629785178375e-07	6.541569677249111e-07	1.7061492158194476e+18	3.1927947579299926e-13	6.385589515904167e-13	1665467018259.4915
129.1000000000001	0.036330310562814216	1.2445477440257492e-08	2.4890961573061846e-08	6.2153270070842744e+16	3.425622667254579e-07	6.851293365639135e-07	1.710782790127303e+18	3.3349070374855613e-13	6.6698140750194e-13	1665467018259.4915
129.2000000000001	0.03623892336167492	1.3001041253902268e-08	2.6002089822713962e-08	6.216516764520554e+16	3.587565001269332e-07	7.175182762248643e-07	1.715425345967903e+18	3.483109967014053e-13	6.966219934080853e-13	1665467018259.4915
129.30000000000013	0.03614780075137379	1.3580476496757064e-08	2.7160960987558037e-08	6.2176996833358776e+16	3.7569023511853194e-07	7.513862648068787e-07	1.720076893778821e+18	3.637654358724419e-13	7.275308717506459e-13	1665467018259.4915
129.40000000000012	0.036056941877286794	1.4184768309568167e-08	2.8369545354164065e-08	6.218875777194834e+16	3.933960346829975e-07	7.867984326212306e-07	1.724737444001668e+18	3.7988009250200973e-13	7.597601850103134e-13	1665467018259.4915
129.5000000000001	0.03596634588779341	1.4814940783766294e-08	2.9629891110915907e-08	6.220045059748831e+16	4.119078417705343e-07	8.238226703194766e-07	1.729407007082097e+18	3.9668206520529345e-13	7.933641304174605e-13	1665467018259.4915
