T	TPD	Des_rate
20.29999999999996	3.762126945981557e-115	3.7621269459815566e-116
20.399999999999963	1.6305881837322458e-114	1.6305881837322457e-115
20.499999999999964	6.967549363883834e-114	6.967549363883835e-115
20.599999999999962	2.9358274907324607e-113	2.9358274907324606e-114
20.69999999999996	1.2200673063607978e-112	1.2200673063607976e-113
20.79999999999996	5.001798549897293e-112	5.0017985498972923e-113
20.899999999999963	2.0232170351105606e-111	2.0232170351105605e-112
20.99999999999996	8.076361097037217e-111	8.076361097037216e-112
21.09999999999996	3.1822001820525335e-110	3.1822001820525334e-111
21.19999999999996	1.2378207968680071e-109	1.2378207968680072e-110
21.29999999999996	4.754283352056883e-109	4.754283352056883e-110
21.39999999999996	1.803376424945387e-108	1.8033764249453867e-109
21.499999999999957	6.756742269531238e-108	6.756742269531237e-109
21.59999999999996	2.5009911772162484e-107	2.500991177216248e-108
21.69999999999996	9.147104524693897e-107	9.147104524693896e-108
21.799999999999958	3.3061556827777423e-106	3.3061556827777425e-107
21.899999999999956	1.1811398715002107e-105	1.1811398715002106e-106
21.999999999999957	4.171446257029647e-105	4.171446257029647e-106
22.09999999999996	1.4566222597312193e-104	1.4566222597312192e-105
22.199999999999957	5.029776135509415e-104	5.0297761355094146e-105
22.299999999999955	1.7177385373786796e-103	1.7177385373786796e-104
22.399999999999956	5.802781977933403e-103	5.802781977933403e-104
22.499999999999957	1.939318777376325e-102	1.9393187773763252e-103
22.599999999999955	6.412948555832332e-102	6.412948555832332e-103
22.699999999999953	2.098566208649721e-101	2.098566208649721e-102
22.799999999999955	6.796786958366793e-101	6.796786958366793e-102
22.899999999999956	2.1790106684615828e-100	2.1790106684615828e-101
22.999999999999954	6.915879359261543e-100	6.915879359261543e-101
23.09999999999995	2.1733238855201515e-99	2.1733238855201514e-100
23.199999999999953	6.7631053510975405e-99	6.763105351097541e-100
23.299999999999955	2.0843335363386702e-98	2.0843335363386703e-99
23.399999999999952	6.36269958493772e-98	6.36269958493772e-99
23.49999999999995	1.9240733286535788e-97	1.9240733286535787e-98
23.59999999999995	5.764475323017849e-97	5.764475323017848e-98
23.699999999999953	1.711224549759692e-96	1.7112245497596923e-97
23.79999999999995	5.0340033937896766e-96	5.034003393789677e-97
23.89999999999995	1.4676708930349834e-95	1.4676708930349835e-96
23.99999999999995	4.241320613011625e-95	4.241320613011625e-96
24.09999999999995	1.2150063095972426e-94	1.2150063095972426e-95
24.19999999999995	3.450705900715727e-94	3.450705900715727e-95
24.299999999999947	9.717074791124717e-94	9.717074791124717e-95
24.39999999999995	2.713355986146789e-93	2.713355986146789e-94
24.49999999999995	7.513916119592785e-93	7.513916119592785e-94
24.599999999999948	2.0637554051328055e-92	2.0637554051328052e-93
24.699999999999946	5.622451091105902e-92	5.622451091105901e-93
24.799999999999947	1.519537071600334e-91	1.519537071600334e-92
24.89999999999995	4.074337029687574e-91	4.074337029687574e-92
24.999999999999947	1.08393653978173e-90	1.08393653978173e-91
25.099999999999945	2.861492273493311e-90	2.8614922734933107e-91
25.199999999999946	7.496577431102455e-90	7.496577431102454e-91
25.299999999999947	1.949191479534927e-89	1.949191479534927e-90
25.399999999999945	5.030436438784658e-89	5.0304364387846575e-90
25.499999999999943	1.2887081610750464e-88	1.2887081610750465e-89
25.599999999999945	3.2774698978390534e-88	3.277469897839053e-89
25.699999999999946	8.275513474820243e-88	8.275513474820243e-89
25.799999999999944	2.0747205526208325e-87	2.0747205526208323e-88
25.89999999999994	5.164977605730752e-87	5.164977605730752e-88
25.999999999999943	1.2768993203946347e-86	1.2768993203946345e-87
26.099999999999945	3.1351542545883013e-86	3.135154254588301e-87
26.199999999999942	7.645560921009412e-86	7.645560921009412e-87
26.29999999999994	1.8520026014186457e-85	1.8520026014186457e-86
26.39999999999994	4.456446943249897e-85	4.456446943249897e-86
26.499999999999943	1.0653281596881203e-84	1.0653281596881202e-85
26.59999999999994	2.5302166634975855e-84	2.5302166634975852e-85
26.69999999999994	5.970948063017021e-84	5.970948063017021e-85
26.79999999999994	1.4001395389195621e-83	1.4001395389195622e-84
26.89999999999994	3.2626650793952417e-83	3.2626650793952414e-84
26.99999999999994	7.555741083573733e-83	7.555741083573733e-84
27.099999999999937	1.7390611019474972e-82	1.739061101947497e-83
27.19999999999994	3.978461702432045e-82	3.978461702432045e-83
27.29999999999994	9.047050708802908e-82	9.047050708802909e-83
27.399999999999938	2.0451204095412166e-81	2.0451204095412167e-82
27.499999999999936	4.595987677502483e-81	4.5959876775024824e-82
27.599999999999937	1.0268680345498912e-80	1.0268680345498912e-81
27.69999999999994	2.2811482626900695e-80	2.2811482626900694e-81
27.799999999999937	5.038745115229653e-80	5.0387451152296525e-81
27.899999999999935	1.1067455404964054e-79	1.1067455404964053e-80
27.999999999999936	2.4174406513620376e-79	2.4174406513620376e-80
28.099999999999937	5.2513658416397246e-79	5.2513658416397245e-80
28.199999999999935	1.1345471308966176e-78	1.1345471308966175e-79
28.299999999999933	2.437988552893545e-78	2.4379885528935453e-79
28.399999999999935	5.211039000776616e-78	5.211039000776616e-79
28.499999999999936	1.1079620054939457e-77	1.1079620054939457e-78
28.599999999999934	2.343458656158706e-77	2.343458656158706e-78
28.699999999999932	4.931116640878655e-77	4.931116640878655e-78
28.799999999999933	1.0323147785167362e-76	1.032314778516736e-77
28.899999999999935	2.150210208454941e-76	2.1502102084549407e-77
28.999999999999932	4.4562987483305836e-76	4.456298748330583e-77
29.09999999999993	9.18998213804676e-76	9.18998213804676e-77
29.199999999999932	1.8859236521959808e-75	1.8859236521959807e-76
29.299999999999933	3.851451175979174e-75	3.851451175979174e-76
29.39999999999993	7.827751294220055e-75	7.827751294220054e-76
29.49999999999993	1.5833727429980482e-74	1.5833727429980482e-75
29.59999999999993	3.187746221610843e-74	3.187746221610843e-75
29.699999999999932	6.387918522750627e-74	6.387918522750627e-75
29.79999999999993	1.274178865239558e-73	1.274178865239558e-74
29.899999999999928	2.5299789167542812e-73	2.529978916754281e-74
29.99999999999993	5.0007908405054574e-73	5.000790840505457e-74
30.09999999999993	9.84045788315919e-73	9.840457883159189e-74
30.19999999999993	1.927818028355312e-72	1.927818028355312e-73
30.299999999999926	3.760191064712504e-72	3.760191064712504e-73
30.399999999999928	7.302401627535188e-72	7.302401627535188e-73
30.49999999999993	1.4120561887535804e-71	1.4120561887535803e-72
30.599999999999927	2.7188609421836383e-71	2.718860942183638e-72
30.699999999999925	5.213013164147758e-71	5.213013164147757e-72
30.799999999999926	9.953487510747185e-71	9.953487510747185e-72
30.899999999999928	1.8926222789001105e-70	1.8926222789001105e-71
30.999999999999925	3.5840346596288405e-70	3.5840346596288404e-71
31.099999999999923	6.759540488256155e-70	6.759540488256153e-71
31.199999999999925	1.269742880306485e-69	1.269742880306485e-70
31.299999999999926	2.3756624997446e-69	2.3756624997445998e-70
31.399999999999924	4.427316119342263e-69	4.427316119342263e-70
31.499999999999922	8.218630181939945e-69	8.218630181939945e-70
31.599999999999923	1.5197688411986814e-68	1.5197688411986812e-69
31.699999999999925	2.7995659188270384e-68	2.7995659188270384e-69
31.799999999999923	5.137532673432928e-68	5.137532673432928e-69
31.89999999999992	9.392575829564145e-68	9.392575829564145e-69
31.999999999999922	1.7107884926991597e-67	1.7107884926991596e-68
32.09999999999992	3.104591907594858e-67	3.1045919075948583e-68
32.19999999999992	5.613377087789409e-67	5.6133770877894084e-68
32.29999999999992	1.0112770022024721e-66	1.0112770022024721e-67
32.39999999999992	1.8153350802337174e-66	1.8153350802337174e-67
32.49999999999992	3.2471218487469346e-66	3.247121848746935e-67
32.59999999999992	5.787748781527994e-66	5.787748781527994e-67
32.69999999999992	1.0280259320193432e-65	1.028025932019343e-66
32.79999999999992	1.819682501881898e-65	1.819682501881898e-66
32.89999999999992	3.209947954980996e-65	3.209947954980996e-66
32.999999999999915	5.643190251208226e-65	5.643190251208226e-66
33.099999999999916	9.887558478859596e-65	9.887558478859596e-66
33.19999999999992	1.7266499173710968e-64	1.7266499173710968e-65
33.29999999999992	3.0052693156928114e-64	3.005269315692811e-65
33.39999999999992	5.213618486318343e-64	5.213618486318343e-65
33.499999999999915	9.015390828316577e-64	9.015390828316577e-65
33.599999999999916	1.5539315786043077e-63	1.5539315786043078e-64
33.69999999999992	2.6698918088162514e-63	2.6698918088162518e-64
33.79999999999991	4.5727992645117744e-63	4.572799264511774e-64
33.89999999999991	7.807454062234597e-63	7.807454062234596e-64
33.999999999999915	1.3288854415839653e-62	1.3288854415839653e-63
34.099999999999916	2.2549052326727828e-62	2.2549052326727827e-63
34.19999999999992	3.814550692953539e-62	3.814550692953539e-63
34.29999999999991	6.433456916157261e-62	6.433456916157261e-63
34.39999999999991	1.081789452284854e-61	1.081789452284854e-62
34.499999999999915	1.8136343192626982e-61	1.8136343192626979e-62
34.59999999999991	3.0316322030020135e-61	3.0316322030020136e-62
34.69999999999991	5.0528236332288366e-61	5.052823633228837e-62
34.79999999999991	8.397181116169041e-61	8.397181116169041e-62
34.89999999999991	1.3915071435738432e-60	1.3915071435738431e-61
34.999999999999915	2.2993260612766772e-60	2.299326061276677e-61
35.09999999999991	3.788693095325484e-60	3.788693095325484e-61
35.19999999999991	6.22533111727887e-60	6.225331117278869e-61
35.29999999999991	1.0200699491546446e-59	1.0200699491546444e-60
35.399999999999906	1.6668714442062654e-59	1.6668714442062655e-60
35.49999999999991	2.7163703863326324e-59	2.7163703863326323e-60
35.59999999999991	4.414693473665706e-59	4.4146934736657064e-60
35.69999999999991	7.155609897944249e-59	7.155609897944248e-60
35.79999999999991	1.1567433982825998e-58	1.1567433982825996e-59
35.899999999999906	1.865010597510058e-58	1.8650105975100581e-59
35.99999999999991	2.9990865642374848e-58	2.9990865642374846e-59
36.09999999999991	4.8102709306187135e-58	4.810270930618713e-59
36.1999999999999	7.695418211372726e-58	7.695418211372725e-59
36.299999999999905	1.227965816867167e-57	1.2279658168671668e-58
36.399999999999906	1.9545230598167176e-57	1.9545230598167175e-58
36.49999999999991	3.1031645076503743e-57	3.103164507650374e-58
36.59999999999991	4.914588838184533e-57	4.914588838184533e-58
36.6999999999999	7.764201246862076e-57	7.764201246862076e-58
36.799999999999905	1.2236079728359026e-56	1.2236079728359026e-57
36.899999999999906	1.9236779023768792e-56	1.9236779023768793e-57
36.9999999999999	3.017001233519302e-56	3.017001233519302e-57
37.0999999999999	4.720414443572695e-56	4.7204144435726953e-57
37.1999999999999	7.368085074376702e-56	7.368085074376702e-57
37.299999999999905	1.1473799297746204e-55	1.1473799297746204e-56
37.399999999999906	1.7825681854197447e-55	1.7825681854197448e-56
37.4999999999999	2.762990684909321e-55	2.762990684909321e-56
37.5999999999999	4.272824486465425e-55	4.272824486465425e-56
37.6999999999999	6.592664294771961e-55	6.592664294771961e-56
37.7999999999999	1.014904017538775e-54	1.014904017538775e-55
37.8999999999999	1.5588876952463364e-54	1.5588876952463364e-55
37.9999999999999	2.3891212828930113e-54	2.3891212828930115e-55
38.0999999999999	3.6534457160061446e-54	3.653445716006145e-55
38.1999999999999	5.574625766598625e-54	5.574625766598625e-55
38.2999999999999	8.4875979500533e-54	8.4875979500533e-55
38.3999999999999	1.2894878396509717e-53	1.2894878396509715e-54
38.4999999999999	1.954881084675259e-53	1.9548810846752588e-54
38.599999999999895	2.957340125339468e-53	2.9573401253394684e-54
38.699999999999896	4.464441812942977e-53	4.464441812942976e-54
38.7999999999999	6.725507574908064e-53	6.725507574908064e-54
38.8999999999999	1.0110716875723272e-52	1.011071687572327e-53
38.9999999999999	1.5168572812249154e-52	1.5168572812249154e-53
39.099999999999895	2.271016103966433e-52	2.271016103966433e-53
39.199999999999896	3.39324480559409e-52	3.3932448055940897e-53
39.2999999999999	5.059834978506949e-52	5.059834978506949e-53
39.39999999999989	7.529919288167535e-52	7.529919288167534e-53
39.49999999999989	1.1183652323466669e-51	1.1183652323466668e-52
39.599999999999895	1.657764576588585e-51	1.657764576588585e-52
39.699999999999896	2.452530084603601e-51	2.452530084603601e-52
39.7999999999999	3.621299840095606e-51	3.621299840095605e-52
39.89999999999989	5.336783454336706e-51	5.3367834543367054e-52
39.99999999999989	7.849931510007475e-51	7.849931510007474e-52
40.099999999999895	1.1524697086699519e-50	1.1524697086699518e-51
40.19999999999989	1.688793892025991e-50	1.688793892025991e-51
40.29999999999989	2.4700930343412295e-50	2.4700930343412295e-51
40.39999999999989	3.606164187631039e-50	3.606164187631039e-51
40.49999999999989	5.255077660834264e-50	5.255077660834264e-51
40.599999999999895	7.64399005043876e-50	7.64399005043876e-51
40.69999999999989	1.109875429621252e-49	1.109875429621252e-50
40.79999999999989	1.6085970605347233e-49	1.6085970605347233e-50
40.89999999999989	2.32726006874779e-49	2.32726006874779e-50
40.999999999999886	3.3610333889738003e-49	3.3610333889738005e-50
41.09999999999989	4.8454776055567706e-49	4.84547760555677e-50
41.19999999999989	6.973354577471097e-49	6.973354577471097e-50
41.29999999999989	1.0018294302406024e-48	1.0018294302406023e-49
41.39999999999989	1.4368060041504624e-48	1.4368060041504624e-49
41.499999999999886	2.057122593994416e-48	2.057122593994416e-49
41.59999999999989	2.940256602635642e-48	2.9402566026356422e-49
41.69999999999989	4.1954503929668254e-48	4.195450392966825e-49
41.79999999999988	5.976479995514184e-48	5.9764799955141835e-49
41.899999999999885	8.4994544355523e-48	8.4994544355523e-49
41.999999999999886	1.2067587523917032e-47	1.2067587523917032e-48
42.09999999999989	1.7105618062987288e-47	1.710561806298729e-48
42.19999999999989	2.420756022101329e-47	2.420756022101329e-48
42.29999999999988	3.4202841724177487e-47	3.4202841724177486e-48
42.399999999999885	4.82477667631857e-47	4.8247766763185704e-48
42.499999999999886	6.795180329761178e-47	6.795180329761177e-48
42.59999999999988	9.555168404095433e-47	9.555168404095434e-48
42.69999999999988	1.3415105477916589e-46	1.341510547791659e-47
42.79999999999988	1.8804984426517744e-46	1.8804984426517743e-47
42.899999999999885	2.6319626008703477e-46	2.6319626008703475e-47
42.999999999999886	3.678061309428519e-46	3.678061309428519e-47
43.09999999999988	5.132102848350033e-46	5.132102848350033e-47
43.19999999999988	7.15012202877067e-46	7.15012202877067e-47
43.29999999999988	9.946672278963157e-46	9.946672278963157e-47
43.39999999999988	1.3816336820338644e-45	1.3816336820338644e-46
43.49999999999988	1.9162987506695863e-45	1.916298750669586e-46
43.59999999999988	2.6539524353169814e-45	2.6539524353169813e-46
43.69999999999988	3.670177263283054e-45	3.670177263283054e-46
43.79999999999988	5.068147724811625e-45	5.068147724811625e-46
43.89999999999988	6.988502133261939e-45	6.9885021332619395e-46
43.99999999999988	9.62267472230598e-45	9.622674722305979e-46
44.09999999999988	1.3230875741428055e-44	1.3230875741428054e-45
44.199999999999875	1.8166306414067107e-44	1.8166306414067108e-45
44.299999999999876	2.4907725939067185e-44	2.4907725939067185e-45
44.39999999999988	3.410319143529214e-44	3.4103191435292134e-45
44.49999999999988	4.662872430017323e-44	4.662872430017323e-45
44.59999999999988	6.366689065607087e-44	6.366689065607087e-45
44.699999999999875	8.681191479702177e-44	8.681191479702177e-45
44.799999999999876	1.1821009771974242e-43	1.1821009771974241e-44
44.89999999999988	1.6074715122253966e-43	1.6074715122253966e-44
44.99999999999987	2.1829779491218943e-43	2.182977949121894e-44
45.09999999999987	2.960578768452779e-43	2.960578768452779e-44
45.199999999999875	4.009857306272477e-43	4.009857306272477e-44
45.299999999999876	5.423879437329268e-43	5.423879437329267e-44
45.39999999999988	7.326957956986382e-43	7.326957956986381e-44
45.49999999999987	9.88493124921053e-43	9.88493124921053e-44
45.59999999999987	1.3318753284505037e-42	1.3318753284505035e-43
45.699999999999875	1.7922439227881792e-42	1.7922439227881793e-43
45.79999999999987	2.4086733179100948e-42	2.4086733179100948e-43
45.89999999999987	3.2330284059091736e-42	3.2330284059091736e-43
45.99999999999987	4.334066108653396e-42	4.334066108653396e-43
46.09999999999987	5.802824861351318e-42	5.802824861351318e-43
46.199999999999875	7.759697886110043e-42	7.759697886110043e-43
46.29999999999987	1.0363705142645125e-41	1.0363705142645125e-42
46.39999999999987	1.382463287700721e-41	1.3824632877007209e-42
46.49999999999987	1.841890878210983e-41	1.8418908782109832e-42
46.599999999999866	2.45103378178458e-41	2.45103378178458e-42
46.69999999999987	3.257715519292336e-41	3.257715519292336e-42
46.79999999999987	4.32472799424587e-41	4.32472799424587e-42
46.89999999999987	5.734420182083899e-41	5.734420182083899e-42
46.99999999999987	7.594664013331344e-41	7.594664013331344e-42
47.099999999999866	1.0046601929008966e-40	1.0046601929008967e-41
47.19999999999987	1.3274696779040798e-40	1.3274696779040798e-41
47.29999999999987	1.7519753557143478e-40	1.751975355714348e-41
47.399999999999864	2.309577287158403e-40	2.309577287158403e-41
47.499999999999865	3.041173939254287e-40	3.041173939254287e-41
47.599999999999866	3.999975917172586e-40	3.999975917172586e-41
47.69999999999987	5.2551355889505764e-40	5.255135588950576e-41
47.79999999999987	6.8964240740539705e-40	6.896424074053971e-41
47.899999999999864	9.040251284796037e-40	9.040251284796037e-41
47.999999999999865	1.1837406340716497e-39	1.1837406340716496e-40
48.099999999999866	1.54829993327166e-39	1.54829993327166e-40
48.19999999999986	2.022921690084476e-39	2.022921690084476e-40
48.29999999999986	2.6401670705805723e-39	2.640167070580572e-40
48.399999999999864	3.44203287861274e-39	3.44203287861274e-40
48.499999999999865	4.482628650245129e-39	4.4826286502451285e-40
48.599999999999866	5.831597069430428e-39	5.831597069430427e-40
48.69999999999986	7.578479586595624e-39	7.578479586595623e-40
48.79999999999986	9.838282725898724e-39	9.838282725898723e-40
48.899999999999864	1.2758568078228708e-38	1.2758568078228708e-39
48.99999999999986	1.6528473918869706e-38	1.6528473918869704e-39
49.09999999999986	2.139018315574603e-38	2.1390183155746028e-39
49.19999999999986	2.7653486382071513e-38	2.7653486382071513e-39
49.29999999999986	3.571425699214916e-38	3.571425699214916e-39
49.399999999999864	4.607786609859875e-38	4.6077866098598746e-39
49.49999999999986	5.938882889475467e-38	5.938882889475467e-39
49.59999999999986	7.646830421169131e-38	7.646830421169131e-39
49.69999999999986	9.836148153633247e-38	9.836148153633248e-39
49.799999999999855	1.2639740477186283e-37	1.2639740477186282e-38
49.89999999999986	1.6226442439459336e-37	1.6226442439459336e-38
49.99999999999986	2.0810527013897876e-37	2.0810527013897873e-38
50.09999999999986	2.666367329052448e-37	2.6663673290524483e-38
50.19999999999986	3.413001841252977e-37	3.4130018412529773e-38
50.299999999999855	4.364507011555072e-37	4.3645070115550715e-38
50.39999999999986	5.575944796452152e-37	5.575944796452151e-38
50.49999999999986	7.116865859490845e-37	7.116865859490845e-38
50.59999999999985	9.075040423897839e-37	9.075040423897838e-38
50.699999999999854	1.1561128780782772e-36	1.1561128780782772e-37
50.799999999999855	1.471452280802988e-36	1.4714522808029879e-37
50.89999999999986	1.871064550846826e-36	1.871064550846826e-37
50.99999999999986	2.3770064301257397e-36	2.3770064301257396e-37
51.09999999999985	3.0169858593918875e-36	3.0169858593918875e-37
51.199999999999854	3.8257786689522525e-36	3.825778668952252e-37
51.299999999999855	4.846992582526008e-36	4.846992582526008e-37
51.39999999999985	6.13526175680925e-36	6.13526175680925e-37
51.49999999999985	7.758974558937578e-36	7.758974558937577e-37
51.59999999999985	9.803661214822592e-36	9.803661214822593e-37
51.699999999999854	1.2376197335389108e-35	1.2376197335389107e-36
51.799999999999855	1.5610015353089857e-35	1.5610015353089856e-36
51.89999999999985	1.967156004668102e-35	1.9671560046681018e-36
51.99999999999985	2.47682783837632e-35	2.4768278383763195e-36
52.09999999999985	3.11585000358085e-35	3.1158500035808494e-36
52.19999999999985	3.916364575051327e-35	3.916364575051327e-36
52.29999999999985	4.918329948988608e-35	4.9183299489886087e-36
52.39999999999985	6.171380072379216e-35	6.171380072379215e-36
52.49999999999985	7.737116018348695e-35	7.737116018348695e-36
52.59999999999985	9.691928138440891e-35	9.691928138440891e-36
52.69999999999985	1.2130468815706524e-34	1.2130468815706524e-35
52.79999999999985	1.516992235343486e-34	1.516992235343486e-35
52.89999999999985	1.895525075904655e-34	1.8955250759046549e-35
52.999999999999844	2.3665633322323913e-34	2.3665633322323914e-35
53.099999999999845	2.9522365387865873e-34	2.952236538786587e-35
53.19999999999985	3.679853932587294e-34	3.679853932587294e-35
53.29999999999985	4.583090050715283e-34	4.583090050715283e-35
53.39999999999985	5.703435560715125e-34	5.703435560715125e-35
53.499999999999844	7.091971282286219e-34	7.091971282286219e-35
53.599999999999845	8.811535721835144e-34	8.811535721835143e-35
53.69999999999985	1.093937137707694e-33	1.093937137707694e-34
53.79999999999984	1.3570353098971358e-33	1.3570353098971357e-34
53.89999999999984	1.682092354754921e-33	1.682092354754921e-34
53.999999999999844	2.0833886994579877e-33	2.0833886994579877e-34
54.099999999999845	2.578424430365883e-33	2.578424430365883e-34
54.19999999999985	3.188628992594191e-33	3.188628992594191e-34
54.29999999999984	3.9402237463074155e-33	3.940223746307415e-34
54.39999999999984	4.865269529084763e-33	4.865269529084762e-34
54.499999999999844	6.002937972278647e-33	6.002937972278647e-34
54.59999999999984	7.40105323861538e-33	7.40105323861538e-34
54.69999999999984	9.117960345876329e-33	9.117960345876329e-34
54.79999999999984	1.1224787623944556e-32	1.1224787623944557e-33
54.89999999999984	1.3808184484168065e-32	1.3808184484168066e-33
54.999999999999844	1.6973631994044692e-32	1.697363199404469e-33
55.09999999999984	2.0849443260668475e-32	2.0849443260668475e-33
